1.276510304525365347e-01 1.523912761590356706e+06
1.288275376456474719e-01 1.499495084213149268e+06
1.300040448387584091e-01 2.412026704247726128e+06
1.311805520318693463e-01 1.445786297329002758e+06
1.323570592249802835e-01 2.324175377866958268e+06
1.335335664180912207e-01 1.896448008627624717e+06
1.347100736112021580e-01 1.367736947662256192e+06
1.358865808043130952e-01 2.200094055223064963e+06
1.370630879974240324e-01 1.318595201186028309e+06
1.382395951905349696e-01 2.119588447395089548e+06
1.394161023836458790e-01 1.271112247839799384e+06
1.405926095767568162e-01 1.250853376215919387e+06
1.417691167698677535e-01 2.452319403999694157e+06
1.429456239629786907e-01 1.201872508017784217e+06
1.441221311560896279e-01 1.182674994391403394e+06
1.452986383492005651e-01 1.901164683966567740e+06
1.464751455423115023e-01 1.086651917537536286e+07
1.476516527354224395e-01 1.079642484919854812e+07
1.488281599285333767e-01 8.076937856953674927e+06
1.500046671216443139e-01 5.134973848197446205e+06
1.511811743147552511e-01 4.996584541804061271e+06
1.523576815078661884e-01 4.764439954883086495e+06
1.535341887009771256e-01 4.001912385236300528e+06
1.547106958940880628e-01 3.906774727987487335e+06
1.558872030871990000e-01 4.090766191292193718e+06
1.570637102803099372e-01 3.040355712797708809e+06
1.582402174734208744e-01 2.978426039159184787e+06
1.594167246665318116e-01 2.917410456644476391e+06
1.605932318596427488e-01 3.438518039249079768e+06
1.617697390527536860e-01 2.793024380694041494e+06
1.629462462458646232e-01 2.734669075479038525e+06
1.641227534389755605e-01 2.935963591214182787e+06
1.652992606320864977e-01 2.622087265145353507e+06
1.664757678251974349e-01 1.990859457578775706e+06
1.676522750183083721e-01 3.038760058688711375e+06
1.688287822114192815e-01 1.910228446225681342e+06
1.700052894045302188e-01 1.876320017053489340e+06
1.711817965976411560e-01 2.648939105421906337e+06
1.723583037907520932e-01 2.280809133097262587e+06
1.735348109838630304e-01 1.763321644180177012e+06
1.747113181769739676e-01 1.731315844763771631e+06
1.758878253700849048e-01 1.699738216577016748e+06
1.770643325631958420e-01 2.113229350443554111e+06
1.782408397563067792e-01 1.876146690772721078e+06
1.794173469494177164e-01 1.599950306620209711e+06
1.805938541425286537e-01 1.988032577434264356e+06
1.817703613356395909e-01 1.536074102747841971e+06
1.829468685287505281e-01 1.506970477848138660e+06
1.841233757218614653e-01 1.478238784257057356e+06
1.852998829149724025e-01 1.835336380185177550e+06
1.864763901080833397e-01 1.626437203117655125e+06
1.876528973011942769e-01 1.386996414530078415e+06
1.888294044943052141e-01 9.642751641706301598e+05
1.900059116874161513e-01 1.693051939855460776e+06
1.911824188805270885e-01 1.307613993798905518e+06
1.923589260736380258e-01 1.281331709010190098e+06
1.935354332667489630e-01 1.437103893894045614e+06
1.947119404598599002e-01 1.193592605115056736e+06
1.958884476529708374e-01 1.202997904705436202e+06
1.970649548460817746e-01 1.177967830234621651e+06
1.982414620391926841e-01 1.153234848635863978e+06
1.994179692323036213e-01 1.094875621651431778e+06
2.005944764254145585e-01 1.262444862048301380e+06
2.017709836185254957e-01 1.079425590119137894e+06
2.029474908116364329e-01 7.438854312548825983e+05
2.041239980047473701e-01 1.308213502441595308e+06
2.053005051978583073e-01 1.010789882981127710e+06
2.064770123909692445e-01 6.944799349781743949e+05
2.076535195840801817e-01 9.706720326961233513e+05
2.088300267771911189e-01 1.322782188562653959e+06
2.100065339703020562e-01 6.441584936772348592e+05
2.111830411634129934e-01 9.032035124298321316e+05
2.123595483565239306e-01 6.166363313324213959e+05
2.135360555496348678e-01 1.085838275383230532e+06
2.147125627427458050e-01 8.404732951009834651e+05
2.158890699358567422e-01 6.792414363791982178e+05
2.170655771289676794e-01 8.014483814748127479e+05
2.182420843220786166e-01 5.429891483683800325e+05
2.194185915151895538e-01 1.430342709928238532e+06
2.205950987083004911e-01 6.798366289982346818e+06
2.217716059014114283e-01 3.241463634053302463e+06
2.229481130945223655e-01 2.672200580995175987e+06
2.241246202876333027e-01 2.451748380761530716e+06
2.253011274807442399e-01 1.916571661929323571e+06
2.264776346738551216e-01 1.658134234560876619e+06
2.276541418669660588e-01 1.578258218182957964e+06
2.288306490600769960e-01 1.568961442859432427e+06
2.300071562531879332e-01 1.638571166568709072e+06
2.311836634462988704e-01 1.114128663079489954e+06
2.323601706394098076e-01 1.414718822404906619e+06
2.335366778325207449e-01 9.928445691791252466e+05
2.347131850256316821e-01 1.467393048596741166e+06
2.358896922187426193e-01 9.370626618072092533e+05
2.370661994118535565e-01 1.078493946498364210e+06
2.382427066049644937e-01 9.368927424705560552e+05
2.394192137980754309e-01 8.644860216988760512e+05
2.405957209911863681e-01 1.096408154947205679e+06
2.417722281842973053e-01 8.146677171422805404e+05
2.429487353774082425e-01 7.672910274347241502e+05
2.441252425705191798e-01 7.724593437263263622e+05
2.453017497636301170e-01 1.001476454083634308e+06
2.464782569567410542e-01 5.631113636780071538e+05
2.476547641498519914e-01 8.335533313597897068e+05
2.488312713429629008e-01 5.295165558025076753e+05
2.500077785360738658e-01 6.644623693979415111e+05
2.511842857291847753e-01 6.785840131753954338e+05
2.523607929222957402e-01 4.792268916667574667e+05
2.535373001154066497e-01 7.288436643703660229e+05
2.547138073085176146e-01 4.450584755645350087e+05
2.558903145016285241e-01 5.349980625969796674e+05
2.570668216947394891e-01 5.872779720433283364e+05
2.582433288878503985e-01 3.970686864237400005e+05
2.594198360809613635e-01 4.776588601686620386e+05
2.605963432740722729e-01 3.685662604793876526e+05
2.617728504671832379e-01 4.444259342219880200e+05
2.629493576602941474e-01 3.662970526998977293e+05
2.641258648534050568e-01 3.308621829149916302e+05
2.653023720465160218e-01 3.977214504420462181e+05
2.664788792396269312e-01 4.162714292253283784e+05
2.676553864327378962e-01 3.659216649313571979e+05
2.688318936258488057e-01 2.858203122842341545e+05
2.700084008189597706e-01 2.695445430209407350e+05
2.711849080120706801e-01 3.242450725765777752e+05
2.723614152051816450e-01 2.533087191011105315e+05
2.735379223982925545e-01 1.523206265177936293e+05
2.747144295914035195e-01 2.944728483537005377e+05
2.758909367845144289e-01 2.324162302410966658e+05
2.770674439776253939e-01 2.724421165423933417e+05
2.782439511707363033e-01 2.168376399160184083e+05
2.794204583638472683e-01 2.101150077755019593e+05
2.805969655569581778e-01 2.420172333037148637e+05
2.817734727500691427e-01 1.949177878717448621e+05
2.829499799431800522e-01 1.883701567643503367e+05
2.841264871362910172e-01 1.380739727751638275e+05
2.853029943294019266e-01 1.754368977934556024e+05
2.864795015225128916e-01 1.690499393078289286e+05
2.876560087156238010e-01 1.852884364082873217e+05
2.888325159087347660e-01 1.545586805297658721e+05
2.900090231018456755e-01 8.396272779654992337e+04
2.911855302949566404e-01 1.588846204586430686e+05
2.923620374880675499e-01 1.360353866788233863e+05
2.935385446811784593e-01 1.299599442734708573e+05
2.947150518742894243e-01 7.435980503658523958e+04
2.958915590674003337e-01 1.179540004346628266e+05
2.970680662605112987e-01 1.120223509539051884e+05
2.982445734536222082e-01 1.061374994966644008e+05
2.994210806467331731e-01 5.060124402984392509e+04
3.005975878398440826e-01 9.810622099593831808e+04
3.017740950329550476e-01 9.413754828651521530e+04
3.029506022260659570e-01 4.554638327915112313e+04
3.041271094191769220e-01 8.807154213553003501e+04
3.053036166122878314e-01 8.418741931816347642e+04
3.064801238053987964e-01 4.060794926359904639e+04
3.076566309985097059e-01 7.826710447268368443e+04
3.088331381916206708e-01 7.446472186908836011e+04
3.100096453847315803e-01 3.578196535845801554e+04
3.111861525778425452e-01 6.868507371334236814e+04
3.123626597709534547e-01 6.496174639626351563e+04
3.135391669640644197e-01 3.106463399902372839e+04
3.147156741571753291e-01 5.931796700841616985e+04
3.158921813502862941e-01 2.826380340413967861e+04
